DOI,Journal,Year,Title,Method category,Specific method,Evidence
https://doi.org/10.2307/3323728,Journal of Policy Analysis and Management,1988,Parental schooling choice: A case study of minnesota,,,
https://doi.org/10.2307/3323729,Journal of Policy Analysis and Management,1988,New evidence on government efficiency,,,
https://doi.org/10.2307/3323730,Journal of Policy Analysis and Management,1988,There is no free lunch: Unintended effects of the new military retirement system,,,
https://doi.org/10.2307/3325258,Journal of Policy Analysis and Management,1990,Superfund expenditures and cleanup priorities: Distributive politics or the public interest?,,,
https://doi.org/10.2307/3325259,Journal of Policy Analysis and Management,1990,Introduction to symposium on managing local development,,,
https://doi.org/10.2307/3325260,Journal of Policy Analysis and Management,1990,Turning around local economies: Managerial strategies and community assets,,,
https://doi.org/10.2307/3325261,Journal of Policy Analysis and Management,1990,Managing the development process: Community strategies in economic revitalization,,,
https://doi.org/10.2307/3325262,Journal of Policy Analysis and Management,1990,Syposium comment: Improving economic development strategies,,,
https://doi.org/10.2307/3325263,Journal of Policy Analysis and Management,1990,Comment: Judgments about who has standing in cost-benefit analysis,,,
https://doi.org/10.2307/3325264,Journal of Policy Analysis and Management,1990,Reply to whittington and macRae,,,
https://doi.org/10.1002/pam.4050090408,Journal of Policy Analysis and Management,1990,JPAM's ninth year,,,
https://doi.org/10.2307/3325279,Journal of Policy Analysis and Management,1990,Manging state government operations: Changing visions of staff agencies,,,
https://doi.org/10.2307/3325280,Journal of Policy Analysis and Management,1990,Organizing and managing radioactive waste disposal as an experiment,,,
https://doi.org/10.2307/3325281,Journal of Policy Analysis and Management,1990,A critical overview of the evolutionary approach to air pollution abatement policy,,,
https://doi.org/10.2307/3325282,Journal of Policy Analysis and Management,1990,Discounting the benefits and costs of environmental regulations,,,
https://doi.org/10.2307/3325283,Journal of Policy Analysis and Management,1990,Trade: With whom? for what? a citizens's guide to the trade debate,,,
https://doi.org/10.2307/3325409,Journal of Policy Analysis and Management,1990,The policy research markets,,,
https://doi.org/10.2307/3325410,Journal of Policy Analysis and Management,1990,The effect of routine income withholding of child support collections,,,
https://doi.org/10.2307/3325411,Journal of Policy Analysis and Management,1990,Ideas and inducements in mental health policy,,,
https://doi.org/10.2307/3325412,Journal of Policy Analysis and Management,1990,Who has standing in cost-benefit analysis?,,,
https://doi.org/10.2307/3325413,Journal of Policy Analysis and Management,1990,Innovation in public sector human services programs: The implications of innovation by “groping along”,,,
https://doi.org/10.1002/pam.4050090101,Journal of Policy Analysis and Management,1990,Editor's introduction,,,
https://doi.org/10.2307/3325110,Journal of Policy Analysis and Management,1990,Policy options for combatting tax noncompliance,,,
https://doi.org/10.2307/3325111,Journal of Policy Analysis and Management,1990,Ethical discontinuities in public—private sector negotiation,,,
https://doi.org/10.2307/3325112,Journal of Policy Analysis and Management,1990,Can public information programs affect risk perceptions?,,,
https://doi.org/10.2307/3325113,Journal of Policy Analysis and Management,1990,Measuring the effectiveness of competition in defense procurement: A survey of the empirical literature,,,
https://doi.org/10.2307/3325114,Journal of Policy Analysis and Management,1990,Trade liberalization and competitive behavior: A note assessing the evidence and the public policy implications,,,
https://doi.org/10.2307/3324955,Journal of Policy Analysis and Management,1992,The politics and economics of auction design in the market for sulfur dioxide pollution,,,
https://doi.org/10.2307/3324956,Journal of Policy Analysis and Management,1992,Medicaid costs and birth outcomes: The effects of prenatal WIC participation and the use of prenatal care,,,
https://doi.org/10.2307/3324957,Journal of Policy Analysis and Management,1992,Closing institutions in New York state: Implementation and management lessons,,,
https://doi.org/10.2307/3324958,Journal of Policy Analysis and Management,1992,Assessing excellence poorly: The bottom line in local government,,,
https://doi.org/10.2307/3324959,Journal of Policy Analysis and Management,1992,Demonstration evaluations and cost neutrality: Using caseload models to determine the federal cost neutrality of New Jersey's reach demonstration,,,
https://doi.org/10.2307/3324960,Journal of Policy Analysis and Management,1992,The effectiveness of weapon system acquisition reform efforts,,,
https://doi.org/10.2307/3324961,Journal of Policy Analysis and Management,1992,Welfare reform and paternity establishment: A social experiment,,,
https://doi.org/10.1002/pam.4050110409,Journal of Policy Analysis and Management,1992,JPAM's eleventh year,,,
https://doi.org/10.2307/3325067,Journal of Policy Analysis and Management,1992,Revisiting metropolitanism and fiscal disparities,,,
https://doi.org/10.2307/3325068,Journal of Policy Analysis and Management,1992,The cost-effectiveness of methanol for reducing motor vehicle emissions and urban ozone,,,
https://doi.org/10.2307/3325069,Journal of Policy Analysis and Management,1992,An economic assessment of the social costs of highway salting and the efficiency of substituting a new deicing material,,,
https://doi.org/10.2307/3325070,Journal of Policy Analysis and Management,1992,Financial support of children involved in special needs adoption: A policy evaluation,,,
https://doi.org/10.2307/3325071,Journal of Policy Analysis and Management,1992,Fair rules for siting a high-level nuclear waste repository,,,
https://doi.org/10.1002/pam.4050110307,Journal of Policy Analysis and Management,1992,Insights,,,
https://doi.org/10.2307/3325072,Journal of Policy Analysis and Management,1992,The Taiwan aerospace-mcdonnell douglas agreement: A modest expansion of the trend toward globalization in aerospace,,,
https://doi.org/10.2307/3325073,Journal of Policy Analysis and Management,1992,The McDonnell douglas-Taiwan aerospace agreement: Selling off our birthright,,,
https://doi.org/10.2307/3325074,Journal of Policy Analysis and Management,1992,The trouble with universalistic solutions: Does one size really fit all?,,,
https://doi.org/10.2307/3325075,Journal of Policy Analysis and Management,1992,Home health case: To regulate or not?,,,
https://doi.org/10.2307/3325364,Journal of Policy Analysis and Management,1992,Adversary and cooperationist institutions for conflict resolution in public policymaking,,,
https://doi.org/10.2307/3325365,Journal of Policy Analysis and Management,1992,"The influence of the gramm-rudman-hollings act on federal budgetary outcomes, 1986—1989",,,
https://doi.org/10.2307/3325366,Journal of Policy Analysis and Management,1992,Growing inequality in black wages in the 1980s and the emergence of an African-American middle class,,,
https://doi.org/10.2307/3325367,Journal of Policy Analysis and Management,1992,The intergenerational transmission of welfare participation: Facts and possible causes,,,
https://doi.org/10.2307/3325368,Journal of Policy Analysis and Management,1992,Moving into and out of poor urban areas,,,
https://doi.org/10.2307/3325369,Journal of Policy Analysis and Management,1992,American state governments as models for national science policy,,,
https://doi.org/10.1002/pam.4050110209,Journal of Policy Analysis and Management,1992,Insights,,,
https://doi.org/10.2307/3325129,Journal of Policy Analysis and Management,1992,Trade-offs implicit in child-support guidelines,,,
https://doi.org/10.2307/3325129,Journal of Policy Analysis and Management,1992,Targeting housing assistance,,,
https://doi.org/10.2307/3325131,Journal of Policy Analysis and Management,1992,Controlling federal expenditures in the national school lunch program: The relationship between changes in household eligibility and federal policy,,,
